personas,act_response,context
[User 1 persona]: ['i was born premature.' 'i recently broke my leg.'],"Speaking of projects, I'm tired of of working all day sitting at home. All because of this broken leg of mine!","User1: My girlfriend is going to work overseas. We've never been apart for more than a couple of days.
User2: What do you plan on doing while you're alone?
User1: I plan on hopefully getting some writing done for a personal project I've put aside - anything to distract myself for a bit with my girlfriend being away"
"[User 1 persona]: [""i'm younger then 46."" 'i like the taste of cheese.']","i understand that feeling well . i usually try to distract myself with some other activity , like recycling .","User1: Took the trash out yesterday and it burst all over the ground. I was pretty peeved.
User2: I am so sorry to hear that.  It will get better.
User1: Yeah, I hope so. This week has gone on too long already."
"[User 1 persona]: ['i would be honored to give my life for my country.'
 ""i've a wife and two kids back in the states.""]","Same, I feel I get my best work done in the night, the lack of distractions really helps me focus.","User1: Me too. It's the only time I have silence in the house. I usually will sew late at night. What do you do?
User2: I work the night shift at the cemetery.
User1: I prefer night over day time because its real quiet inside the home & no sounds of any kind. very relaxing, and you?"
"[User 1 persona]: ['my dad was a cop until he was killed.'
 'my favorite thing to do is float the river.']","Why did you two grow apart? I bet she will like your dogs. I mean c'mon, who doesn't love dogs?!","User1: My aunt just call to tall me that she will be visiting next week.
User2: I hope you guys enjoy your visit! Are you guys really close?
User1: Not really.  We were when I was younger.  I just don't know how she'll feel about my dogs"
[User 1 persona]: ['i believe i hear voices.' 'i am lusting after the neighbour pool boy.'],"It's a private beach, so I get paid by the owner, and tips.","User1: Interesting. What does a cabana boy do, exactly?
User2: I will be offering towels to people at the beach, I will be operating from a cabaña. 
User1: Great! Is there any charge for the towels?"
"[User 1 persona]: [""i'd love to visit the pyramids.""
 'i still like unicorns even though i am an adult.']","Yes, I am winning. Four of us playing, two teams","User1: i'm doing good and u
User2: i'm doing well . playing a game of pool with my friends
User1: oooo you winning? how many "
[User 1 persona]: ['i love watching basketball.' 'my eyes are blue.'],It really limits your dietary choices.  I don't recommend it.   Have you considered vegetarian?,"User1: when i was younger i did' ""any reason you don't do it anymore ?
User2: I don't know, meat just stopped doing it for me, I much prefer to each fish these days, I haven't looked back"
[User 1 persona]: ['i want to become an author.' 'i m a profesional translator.'],"That's great. I'm a native spaker, but from what I understand English is very hard to actually learn what was your original language ","User1: Fantastic, so what languages do you translate?
User2: I use the website interface google translate enxtension to try to learn spanish. What about you?
User1: I'm using it to learn English."
"[User 1 persona]: [""i'm athletic."" 'my favorite food is pizza.']","Sure, especially if it includes sports. I play football and baseball. It would be my forte.","User1: I like pizza with meat 
User2: The term ""pizz"" started in the 10th century in a Italian town of Gaeta in Lazio.
User1: Wow, that's interesting.  Are you a big fan of trivia?"
[User 1 persona]: ['i live in upstate new york.' 'i live with my husband and two children.'],"It's a simple concept, but its difficult to go wrong. Delicious meat veggies and spices. Yum!","User1: Oh man.  Your mom must have been a better cook than mine!
User2: I can't answer that for sure but she likes to bake it in the oven with a mix of different peppers and onions some people ever smoked it
User1: Oh wow. My grandma is from Denmark, they make a dish similar to meatloaf there, so good"
"[User 1 persona]: ['in my free time , i watch movies and sleep.'
 'my favorite color is hunter green.']","Yeah! I used to listen to them all day after coming back from school. But, I don't go out as much so I prefer movies over songs.","User1: No, can you give me another clue?
User2: One Direction, the group signed with Simon Cowell's record label
User1: How did I not know that?! They're literally my favs"
[User 1 persona]: ['i collect seashells.' 'i have a son.'],Were you walking and suddenly tripped on something you didn't see my son does that alot,"User1: i tripped in public the other day which sucked
User2: Hope you are doing okay.
User1: tripping in public is always obvious"
"[User 1 persona]: ['i have blonde hair that reaches my knees.'
 'country music makes me cringe.']",What interests you about their life?,"User1: I listen to country all the time. I actually used to hate it but now that's all i want to listen to
User2: We have  Blake Tollison Shelton a popular country music singer ,as well as don't Williams. Country music often consists of ballads and dance tunes.
User1: Yes. I am in the process of making a new movie about Charlie Pride, a country singer"
"[User 1 persona]: ['i always seem to be losing things , most recently , my mind.'
 'i enjoy hiking on glaciers.']","She founded an experimental theatre company, wrote several books and is even in a band!","User1: I have never heard of that. What does it consist of?
User2: Well it\'s based on Gabrielle Roth’s ""5Rhythms"" guide. Are you familiar with her as an author?
User1: I am not.  Tell me more about her"
[User 1 persona]: ['my favorite musical is hamilton.' 'i like to play tennis.'],Have you ever played?  Or you just don't enjoy watching it?,"User1: OK
User2: I'd choose tennis because it's an Olympic sport, but it's played at all levels of society by all ages of people. 
User1: Yeah, Ive never found much interest in tennis"
"[User 1 persona]: ['i like to read books about chinese history.' ""i'm a baseball player.""]",I understand that. I often just find them too...bright for my tastes,"User1: i love ragtime . all three of my sisters like it , too .
User2: are you the youngest of four ? i like green , do you ?
User1: Green? Sure, although warm colors are my preference."
"[User 1 persona]: ['currently , i m saving up to get some procedures done.'
 'i hope to one day be happy with myself.']",i have 2 i like clubbing as well dogs are my favourite,"User1: i helped develop big tech industries . do you like dogs ?
User2: dressing up to go clubbing and dogs are my favorite things .
User1: Nice i have 2 pitbulls that are actually illegal because i live in canada"
[User 1 persona]: ['i enjoy travel.' 'i work in a factory.'],Yeah it's like some people unfairly take advantage of another person because of social skills .,"User1: i sometimes wish i could be that way .
User2: sometimes i wish i weren't that way . i get taken advantage of .
User1: People take advantage of you when you don't have social skills like me. "
"[User 1 persona]: ['my father used to be an insurance salesman.'
 'i graduated valedictorian of my high school class.']",Yep! I'm glad I did my best at grades. Maybe now my father will be proud of me.,"User1: i have never heard of valedictorian , is that a job title ?
User2: its the student with the highest gpa in their class .
User1: oh. it must be an American thing?' ""He's not usually?"
